226 4199.25213022 1.34105020504 1.00182441439 8308.34606457 446.838452589 0.603034598196 0.0523733063028 0.0539337688 126.34421 74.47 84860000.0 324.404 
1989 -484162.39201 0.035721971945 0.431356793769 9863.26657257 457.576924351 0.675524765673 0.610334118438 -9.16032307 179.816692 122.1 185900000.0 15.6 
1122 -11680.3380656 0.661416488699 0.828453687495 11376.4691275 506.407629954 0.608969215413 1.34088930381 -3.24105839 142.035222 74.37 101800000.0 2.29609 
2213 2766.61557704 2.97941515256 1.97350503794 11237.0396659 550.963218987 0.699396093296 0.332015223359 -5.14243749 99.3521547 46.53 65290000.0 -0.750398 
2018 -28700.0215757 0.430877696309 0.77016025078 12201.5657671 539.077065099 0.726222940856 1.32724353052 -5.56794559 146.288201 84.57 127800000.0 8.54827 
2214 -86130.4480978 0.143315932937 0.532758876055 9002.61993295 461.352114711 0.618472470707 0.478820275136 -6.75612814 181.743482 89.08 147200000.0 5.01566 
1796 -32083.681792 0.412094133508 1.07810144212 11647.3277021 552.903788431 0.688276152585 1.2112881599 -7.44853471 134.237202 93.65 154000000.0 4.80751 
878 -5117.18301988 0.576406798418 0.83255687317 7295.8775652 431.165137189 0.603162689738 0.901637203203 -6.4154684 130.95318 99.25 152200000.0 15.2808 
229 -483935.318433 0.0155505236082 0.0969815453196 4460.795064 301.615064981 0.487314429202 0.870262133443 -6.41349791 267.257088 126.6 129700000.0 1331.85 
1776 -14396.5120403 0.999613707652 1.60761856214 14638.3499102 628.919817717 0.783610494182 0.241802277446 -5.84713595 117.341099 76.15 123000000.0 2.54941 
881 -32116.312848 0.346246212546 0.879475535684 10162.3913176 485.673247065 0.625332026479 0.570955383288 -7.06790024 154.537356 69.1 115400000.0 1.85115 
658 -48453.8438645 0.379521568304 0.81961041132 13756.3211829 564.435468226 0.636466307704 0.14307252336 -1.77996449 145.750026 92.4 143700000.0 5.71505 
2028 -78920.4334954 0.175204029935 0.805676510098 9856.18900021 499.155565798 0.672935012199 0.58654181076 -9.64537266 158.923997 97.49 164000000.0 3.84313 
1330 -412099.593808 0.0345533516141 0.334604376991 8512.99601147 434.569170388 0.577721314418 0.831710323123 -8.12397309 228.568979 96.52 173700000.0 6.12956 
1107 -72658.3203473 0.11532786683 0.574422261257 6761.3684484 413.161172569 0.616373034866 0.929268508966 -7.88858688 186.759962 84.1 149100000.0 3.88757 
2030 5998.3246017 0.200635503286 0.345117127344 3998.99161663 279.661731047 0.506232592783 0.748005687452 -2.53843666 210.334606 70.37 71180000.0 263.817 
15 -24104.0800038 1.28204760512 2.69330519677 23251.0839948 832.886160459 0.814185105689 1.40792205495 -6.12185167 97.5917183 85.19 137700000.0 3.00675 
1783 -6317.04899447 4.21969656963 3.31905718215 25142.0319804 910.172156728 0.925776965597 1.4019515772 -7.29417072 72.1273825 86.69 125400000.0 7.06109 
463 -321412.589136 0.0322645498365 0.303206522045 6544.14447922 380.20161629 0.572681173517 0.794930534363 -6.86368252 249.901862 81.58 150300000.0 3.81089 
1786 -62543.4874787 0.214889381877 0.948744333139 9540.77245595 538.096586204 0.637026248685 0.156339724586 -2.89980645 135.281086 117.2 162600000.0 14.9886 
911 -3620.85778599 1.33125804345 1.31638587468 13041.4209902 577.368981043 0.70103601822 1.18185895417 -7.47196814 120.028567 57.04 79970000.0 2.19719 
893 -58551.3378547 0.188025440652 0.718930017451 8609.13270452 458.68841183 0.608407538394 0.250811999773 -3.18423977 171.232294 81.59 138800000.0 2.64796 
670 -110691.230873 0.154913102972 0.640342811719 11738.9377708 493.010120155 0.606256815162 1.05920864825 -6.62799775 176.924192 80.98 138500000.0 3.01832 
2033 -357076.301375 0.0296854950023 0.171493267874 6085.01585391 364.75021783 0.591543670742 1.10860067578 -6.2756176 182.475157 134.0 147500000.0 1e+100 
1567 -574.298121618 1.3812427197 1.16745233784 10228.8212886 510.1762979 0.615507957529 0.500122519415 -5.71568858 113.63513 89.29 124700000.0 13.6454 
1811 -3694.76025652 0.990621974468 0.868745783639 11433.1370015 461.789383148 0.67463000818 0.471327734946 -4.79887756 135.567782 72.79 84720000.0 52.825 
2035 -6370.15110531 0.735797246223 0.803081896483 10467.4951835 466.466117627 0.638044235409 0.375294024086 -4.18974906 145.437657 63.87 77640000.0 30.7991 
20 -13413.4172966 0.728839722663 0.885680704957 12972.9581465 545.035378776 0.676203514178 1.28705941529 -5.14145785 138.587579 71.58 97000000.0 4.35389 
918 -54969.6442785 0.443025752385 1.5012356974 15881.4735007 669.863032172 0.725770940037 0.969949073909 -10.3792759 90.0358576 127.8 150900000.0 1e+100 
24 -1971961.00493 0.00623754008076 0.181500217057 6585.65366733 364.891209594 0.524787312541 0.355440006231 -4.69755834 269.329463 121.7 184500000.0 8.46341 
1144 -38508.7278755 0.540899154493 1.28791068536 15918.2237453 613.801460323 0.675148254195 1.15508013058 -7.35472117 122.397724 98.92 158000000.0 6.78948 
26 -28757.849789 0.488036859868 0.974162499544 12279.4780942 535.64451941 0.663073783439 0.264650165408 -4.00019306 138.090881 88.17 139300000.0 4.36843 
699 -267460.803103 0.0322475665886 0.138510873901 5462.83148914 330.809009839 0.554444240288 0.68010341452 -6.93105049 237.456106 122.1 149100000.0 421.074 
923 -41234.5068981 0.114056741577 0.258818769424 5876.67937714 332.664605386 0.504030222943 1.50308481139 -0.485843023 237.761227 75.93 84940000.0 568.234 
28 -161255.238439 0.067796877612 0.388084198084 7051.33775159 410.66998165 0.612226978749 1.4648044837 -1.69042454 164.445424 122.4 197600000.0 33.5663 
700 -399518.562947 0.0289032148848 0.394167167568 6699.25627818 402.168765393 0.628581672529 0.205738839947 -4.17899032 187.748145 126.6 162900000.0 9.77577 
478 -5485.49702897 4.49388105281 3.28279110641 24131.5443378 869.778016707 0.828504866071 1.38109924091 -5.98392117 71.6048074 87.97 126100000.0 8.36042 
1150 -1600.28401048 3.3065681388 1.70533795647 16767.0076404 605.154187276 0.73018056786 0.234392646389 -3.12307614 85.3685357 103.0 134000000.0 1e+100 
2048 -486221.992785 0.0195126628624 0.235666233741 5731.23260117 365.045839794 0.551223108261 0.530219884533 -5.68033134 281.124823 81.36 150500000.0 3.24931 
260 -39765.336227 0.42073467796 1.63223828155 12298.0890787 646.040540256 0.681141799831 0.385130515595 -9.61243349 116.938269 109.9 165500000.0 1e+100 
1604 -91314.7856677 0.180477026141 1.16954873722 10840.3348331 587.630639758 0.681572291445 1.11033974121 -9.54798009 107.811671 128.5 160800000.0 1e+100 
1157 -87880.6364537 0.177112548343 0.904577856587 10671.4895744 542.113809955 0.702010425117 0.883190729603 -12.2513418 139.512688 112.5 178100000.0 8.66923 
1607 -293689.574879 0.0521697000073 0.614776146347 8903.54386584 474.069332723 0.621929831256 0.55816225202 -8.21020683 140.304232 132.6 157900000.0 1e+100 
1385 -95573.2059521 0.14351305493 0.347782283186 9481.9562646 434.446039961 0.651687613039 0.307770917122 -4.24460649 172.308324 113.8 160700000.0 35.6383 
